genre_id,genre_name,tmdbId
18,Drama,27526
53,Thriller,27526
18,Drama,9623
53,Thriller,9623
10751,Family,46785
18,Drama,46785
18,Drama,400
80,Crime,400
18,Drama,880
35,Comedy,880
10749,Romance,146599
18,Drama,146599
18,Drama,8447
10749,Romance,8447
28,Action,10534
18,Drama,10534
12,Adventure,17414
35,Comedy,17414
10751,Family,17414
35,Comedy,13997
80,Crime,2086
18,Drama,2086
53,Thriller,2086
18,Drama,61548
18,Drama,9095
27,Horror,9095
53,Thriller,9095
10749,Romance,9095
35,Comedy,12158
27,Horror,12158
10749,Romance,12158
35,Comedy,9283
18,Drama,9283
10749,Romance,9283
28,Action,9208
12,Adventure,9208
18,Drama,9208
53,Thriller,9208
35,Comedy,40154
18,Drama,406
28,Action,45549
12,Adventure,45549
18,Drama,45549
878,Science Fiction,45549
53,Thriller,45549
99,Documentary,63076
18,Drama,11062
53,Thriller,11062
35,Comedy,13685
80,Crime,13685
18,Drama,13685
35,Comedy,47475
10749,Romance,47475
18,Drama,2045
9648,Mystery,2045
878,Science Fiction,2045
53,Thriller,2045
35,Comedy,9614
18,Drama,688
10749,Romance,688
18,Drama,11907
35,Comedy,11907
10751,Family,11907
28,Action,10874
35,Comedy,10874
10402,Music,10874
10751,Family,10874
12,Adventure,10874
99,Documentary,89333
80,Crime,96357
28,Action,197
18,Drama,197
36,History,197
10752,War,197
80,Crime,103
18,Drama,103
80,Crime,33542
28,Action,33542
35,Comedy,33542
53,Thriller,33542
18,Drama,43566
53,Thriller,43566
18,Drama,71754
35,Comedy,43612
99,Documentary,51352
18,Drama,51352
10769,Foreign,51352
35,Comedy,16934
80,Crime,16934
18,Drama,16934
35,Comedy,10324
10749,Romance,10324
35,Comedy,78406
18,Drama,78406
28,Action,55731
12,Adventure,55731
35,Comedy,55731
18,Drama,55731
10751,Family,55731
18,Drama,32119
35,Comedy,11066
10749,Romance,11066
18,Drama,11104
35,Comedy,11104
10749,Romance,11104
18,Drama,37975
10749,Romance,37975
35,Comedy,2074
10749,Romance,2074
14,Fantasy,27793
18,Drama,44284
35,Comedy,110972
10749,Romance,110972
35,Comedy,32622
18,Drama,32622
18,Drama,73067
10749,Romance,73067
10752,War,73067
28,Action,11863
53,Thriller,11863
9648,Mystery,11863
10749,Romance,11863
35,Comedy,55475
18,Drama,55475
10749,Romance,55475
10402,Music,124636
99,Documentary,124636
35,Comedy,9101
99,Documentary,123360
35,Comedy,5757
18,Drama,39428
18,Drama,9302
10749,Romance,9302
35,Comedy,11000
18,Drama,249882
35,Comedy,16388
18,Drama,16388
10749,Romance,16388
28,Action,9737
35,Comedy,9737
80,Crime,9737
53,Thriller,9737
28,Action,30765
12,Adventure,30765
18,Drama,30765
10751,Family,30765
18,Drama,10474
80,Crime,10474
10749,Romance,22279
18,Drama,22279
35,Comedy,22279
80,Crime,30157
35,Comedy,30157
18,Drama,30157
53,Thriller,30157
18,Drama,568
12,Adventure,11780
18,Drama,34996
27,Horror,34996
28,Action,414
80,Crime,414
14,Fantasy,414
18,Drama,649
10749,Romance,649
18,Drama,1873
53,Thriller,1873
35,Comedy,5894
28,Action,1775
35,Comedy,1775
14,Fantasy,8839
35,Comedy,8839
10751,Family,8839
9648,Mystery,20649
80,Crime,20649
18,Drama,20649
28,Action,10329
12,Adventure,10329
18,Drama,10329
9648,Mystery,10329
878,Science Fiction,10329
53,Thriller,10329
28,Action,8963
53,Thriller,8963
18,Drama,8963
99,Documentary,26564
53,Thriller,8068
28,Action,8068
80,Crime,8068
18,Drama,8512
9648,Mystery,8512
53,Thriller,8512
28,Action,1572
53,Thriller,1572
28,Action,13552
35,Comedy,13552
80,Crime,13552
18,Drama,13552
18,Drama,259209
80,Crime,259209
28,Action,6520
12,Adventure,6520
18,Drama,6520
10749,Romance,6520
12,Adventure,9073
28,Action,10428
80,Crime,10428
53,Thriller,10428
18,Drama,10428
35,Comedy,17447
18,Drama,17447
10749,Romance,17447
12,Adventure,9886
28,Action,9886
18,Drama,9886
878,Science Fiction,9886
53,Thriller,9886
878,Science Fiction,9482
35,Comedy,19326
18,Drama,19326
18,Drama,9344
80,Crime,9344
18,Drama,9071
35,Comedy,9071
9648,Mystery,8973
27,Horror,8973
53,Thriller,8973
35,Comedy,15730
18,Drama,15730
18,Drama,47608
10751,Family,47608
10749,Romance,47608
10749,Romance,2293
35,Comedy,2293
28,Action,9070
12,Adventure,9070
878,Science Fiction,9070
10751,Family,9070
14,Fantasy,9070
35,Comedy,68274
18,Drama,68274
10749,Romance,68274
53,Thriller,48787
10769,Foreign,48787
27,Horror,34574
53,Thriller,34574
80,Crime,1642
18,Drama,1642
9648,Mystery,1642
53,Thriller,1642
28,Action,1642
35,Comedy,11472
35,Comedy,36196
14,Fantasy,11980
27,Horror,11980
53,Thriller,11980
14,Fantasy,58372
35,Comedy,58372
18,Drama,58372
18,Drama,32646
18,Drama,10533
36,History,10533
10749,Romance,10533
99,Documentary,56088
18,Drama,10802
35,Comedy,10149
18,Drama,10149
35,Comedy,18402
878,Science Fiction,9348
27,Horror,9348
28,Action,9348
18,Drama,139408
80,Crime,281
18,Drama,281
878,Science Fiction,281
53,Thriller,281
18,Drama,5967
10749,Romance,5967
53,Thriller,79593
18,Drama,47939
14,Fantasy,47939
18,Drama,36834
10749,Romance,36834
35,Comedy,9090
28,Action,3512
53,Thriller,3512
35,Comedy,52856
18,Drama,52856
10751,Family,52856
99,Documentary,77350
18,Drama,9560
10749,Romance,9560
12,Adventure,9804
28,Action,9804
18,Drama,31611
28,Action,65796
37,Western,65796
18,Drama,49805
12,Adventure,26258
28,Action,26258
35,Comedy,26258
80,Crime,26258
10751,Family,26258
18,Drama,50797
18,Drama,19155
10752,War,19155
18,Drama,76
10749,Romance,76
35,Comedy,11017
18,Drama,37141
53,Thriller,37141
35,Comedy,9382
18,Drama,9382
18,Drama,6715
10751,Family,6715
53,Thriller,18256
18,Drama,18256
27,Horror,18256
9648,Mystery,18256
18,Drama,22625
10751,Family,22625
10749,Romance,22625
35,Comedy,2292
10749,Romance,1909
18,Drama,1909
35,Comedy,1909
18,Drama,8984
53,Thriller,8984
80,Crime,8984
9648,Mystery,8984
10749,Romance,8984
53,Thriller,61813
28,Action,4954
12,Adventure,4954
53,Thriller,4954
80,Crime,62488
35,Comedy,62488
14,Fantasy,62488
18,Drama,10531
53,Thriller,10531
9648,Mystery,10531
80,Crime,11929
18,Drama,11929
9648,Mystery,11929
35,Comedy,8467
35,Comedy,10451
18,Drama,10451
10749,Romance,10451
18,Drama,20156
9648,Mystery,20156
53,Thriller,18395
35,Comedy,18395
80,Crime,18395
10749,Romance,18395
35,Comedy,522
18,Drama,522
36,History,522
35,Comedy,397
10749,Romance,397
35,Comedy,10525
18,Drama,10525
10749,Romance,10525
28,Action,27985
12,Adventure,27985
18,Drama,27985
10751,Family,27985
10749,Romance,15789
16,Animation,15789
10751,Family,15789
35,Comedy,15789
12,Adventure,15789
18,Drama,27303
53,Thriller,27303
18,Drama,21183
10751,Family,21183
14,Fantasy,21183
36,History,10954
18,Drama,10954
18,Drama,47867
10751,Family,47867
14,Fantasy,47867
14,Fantasy,43475
16,Animation,43475
878,Science Fiction,43475
10751,Family,43475
18,Drama,72031
28,Action,72031
53,Thriller,72031
80,Crime,72031
99,Documentary,14275
18,Drama,1024
14,Fantasy,1024
35,Comedy,17207
10751,Family,17207
18,Drama,13701
10402,Music,13701
10749,Romance,13701
35,Comedy,14819
10751,Family,14819
18,Drama,14819
28,Action,32631
53,Thriller,32631
35,Comedy,11777
18,Drama,11777
10749,Romance,11777
27,Horror,628
10749,Romance,628
18,Drama,87729
10749,Romance,87729
35,Comedy,18713
80,Crime,18713
35,Comedy,6280
10751,Family,6280
10749,Romance,6280
28,Action,9061
18,Drama,9061
9648,Mystery,9061
53,Thriller,9061
12,Adventure,37108
14,Fantasy,37108
35,Comedy,37108
878,Science Fiction,37108
10751,Family,37108
28,Action,6071
80,Crime,6071
18,Drama,6071
53,Thriller,6071
12,Adventure,11
28,Action,11
878,Science Fiction,11
18,Drama,9587
10749,Romance,9587
18,Drama,19101
10751,Family,19101
14,Fantasy,19101
18,Drama,49980
80,Crime,17961
18,Drama,17961
18,Drama,18183
10749,Romance,18183
12,Adventure,4476
18,Drama,4476
10749,Romance,4476
10752,War,4476
12,Adventure,11008
35,Comedy,11008
10751,Family,11008
28,Action,47504
18,Drama,47504
80,Crime,32325
18,Drama,32325
18,Drama,43742
10749,Romance,43742
18,Drama,28313
35,Comedy,11318
18,Drama,11318
36,History,11318
18,Drama,3036
27,Horror,3036
878,Science Fiction,3036
10749,Romance,3036
28,Action,40490
35,Comedy,40490
10751,Family,40490
35,Comedy,24070
18,Drama,24070
10749,Romance,24070
35,Comedy,8986
10749,Romance,8986
14,Fantasy,10510
18,Drama,10510
10751,Family,10510
35,Comedy,17402
10749,Romance,17402
35,Comedy,38722
18,Drama,38722
80,Crime,8438
18,Drama,8438
18,Drama,11593
35,Comedy,11593
18,Drama,1945
53,Thriller,1945
80,Crime,39310
18,Drama,39310
28,Action,109560
53,Thriller,109560
80,Crime,109560
18,Drama,109560
27,Horror,56428
878,Science Fiction,63105
28,Action,63105
53,Thriller,63105
18,Drama,131957
10749,Romance,131957
80,Crime,241
53,Thriller,241
18,Drama,241
35,Comedy,9058
18,Drama,9058
10749,Romance,9058
18,Drama,527
18,Drama,18220
10749,Romance,18220
53,Thriller,18220
28,Action,6950
18,Drama,6950
878,Science Fiction,6950
53,Thriller,6950
53,Thriller,101
80,Crime,101
18,Drama,101
35,Comedy,63020
18,Drama,63020
10749,Romance,63020
35,Comedy,2307
18,Drama,2307
10749,Romance,2307
53,Thriller,680
80,Crime,680
18,Drama,41478
35,Comedy,25296
18,Drama,25296
18,Drama,40156
10749,Romance,40156
36,History,11450
18,Drama,11450
18,Drama,30304
36,History,30304
18,Drama,10452
36,History,10452
28,Action,12106
37,Western,12106
18,Drama,161495
35,Comedy,161495
18,Drama,3586
35,Comedy,3586
18,Drama,110
9648,Mystery,110
10749,Romance,110
18,Drama,108
10402,Music,108
9648,Mystery,108
35,Comedy,109
18,Drama,109
9648,Mystery,109
18,Drama,159185
35,Comedy,36357
10751,Family,36357
10770,TV Movie,36357
27,Horror,92769
18,Drama,92769
35,Comedy,28033
18,Drama,28033
16,Animation,22586
18,Drama,14334
10751,Family,14334
14,Fantasy,14334
28,Action,2636
53,Thriller,2636
28,Action,2164
12,Adventure,2164
878,Science Fiction,2164
14,Fantasy,11395
18,Drama,11395
35,Comedy,11395
10751,Family,11395
18,Drama,278
80,Crime,278
80,Crime,9905
53,Thriller,9905
18,Drama,87078
53,Thriller,87078
35,Comedy,12527
18,Drama,12527
80,Crime,20306
35,Comedy,20306
35,Comedy,36614
18,Drama,36614
10749,Romance,36614
35,Comedy,27993
18,Drama,31439
10749,Romance,31439
10752,War,31439
28,Action,9067
35,Comedy,9067
14,Fantasy,9067
878,Science Fiction,9067
27,Horror,9059
35,Comedy,9059
53,Thriller,9059
878,Science Fiction,193
28,Action,193
12,Adventure,193
53,Thriller,193
80,Crime,25066
27,Horror,25066
53,Thriller,25066
18,Drama,46797
10749,Romance,46797
53,Thriller,12122
27,Horror,12122
878,Science Fiction,12122
35,Comedy,11381
18,Drama,32636
10749,Romance,32636
53,Thriller,36141
80,Crime,36141
18,Drama,95963
10752,War,95963
10749,Romance,1587
18,Drama,1587
28,Action,9271
80,Crime,9271
878,Science Fiction,9271
53,Thriller,9271
35,Comedy,2064
18,Drama,2064
10749,Romance,2064
18,Drama,19855
35,Comedy,60855
10749,Romance,60855
18,Drama,236
35,Comedy,236
10749,Romance,236
35,Comedy,48287
18,Drama,48287
10751,Family,48287
35,Comedy,3049
9648,Mystery,3049
18,Drama,2759
35,Comedy,2759
18,Drama,12635
10402,Music,12635
53,Thriller,10497
18,Drama,10497
10749,Romance,10497
28,Action,11382
35,Comedy,11382
53,Thriller,11382
28,Action,9331
18,Drama,9331
53,Thriller,9331
18,Drama,10731
53,Thriller,10731
80,Crime,10731
9648,Mystery,10731
35,Comedy,10464
18,Drama,10464
10751,Family,10464
10749,Romance,10464
35,Comedy,34152
18,Drama,34152
14,Fantasy,9495
28,Action,9495
53,Thriller,9495
18,Drama,29973
14,Fantasy,888
35,Comedy,888
10751,Family,888
35,Comedy,13
18,Drama,13
10749,Romance,13
35,Comedy,712
18,Drama,712
10749,Romance,712
10749,Romance,16295
18,Drama,16295
80,Crime,16295
35,Comedy,48992
18,Drama,48992
10749,Romance,48992
28,Action,10879
35,Comedy,10879
10749,Romance,10879
35,Comedy,10660
18,Drama,10660
10749,Romance,10660
12,Adventure,10714
18,Drama,10714
10751,Family,10714
99,Documentary,41647
10769,Foreign,41647
10751,Family,8587
16,Animation,8587
18,Drama,8587
18,Drama,1689
36,History,1689
27,Horror,11596
53,Thriller,11596
9648,Mystery,11596
14,Fantasy,11596
10749,Romance,854
35,Comedy,854
80,Crime,854
14,Fantasy,854
28,Action,9359
12,Adventure,9359
35,Comedy,9359
18,Drama,9359
37,Western,9359
18,Drama,23333
35,Comedy,36593
80,Crime,36593
35,Comedy,12280
18,Drama,12280
18,Drama,2788
80,Crime,10427
18,Drama,10427
53,Thriller,10427
35,Comedy,11011
10751,Family,11011
18,Drama,49803
28,Action,8987
12,Adventure,8987
80,Crime,8987
53,Thriller,8987
28,Action,1637
12,Adventure,1637
80,Crime,1637
35,Comedy,15128
10749,Romance,15128
53,Thriller,8831
878,Science Fiction,8831
28,Action,8831
80,Crime,8831
28,Action,36955
53,Thriller,36955
18,Drama,10449
10749,Romance,10449
14,Fantasy,10395
18,Drama,12160
28,Action,12160
37,Western,12160
28,Action,40480
80,Crime,40480
10749,Romance,40480
53,Thriller,40480
35,Comedy,52038
18,Drama,52038
35,Comedy,29444
18,Drama,29444
28,Action,26352
35,Comedy,26352
80,Crime,26352
18,Drama,39953
18,Drama,41580
28,Action,315
80,Crime,315
80,Crime,22067
18,Drama,22067
10749,Romance,22067
16,Animation,18242
878,Science Fiction,18242
28,Action,11667
12,Adventure,11667
53,Thriller,11667
28,Action,32502
35,Comedy,32502
28,Action,28732
12,Adventure,28732
80,Crime,28732
18,Drama,28732
53,Thriller,28732
27,Horror,75555
53,Thriller,75555
99,Documentary,42981
10749,Romance,278939
12,Adventure,278939
80,Crime,278939
18,Drama,278939
53,Thriller,291731
18,Drama,291731
28,Action,226229
53,Thriller,226229
35,Comedy,203119
99,Documentary,316098
28,Action,8011
14,Fantasy,8011
878,Science Fiction,8011
27,Horror,2654
9648,Mystery,2654
53,Thriller,2654
18,Drama,18069
10749,Romance,18069
80,Crime,19092
18,Drama,19092
35,Comedy,2758
10751,Family,2758
14,Fantasy,2758
35,Comedy,38129
18,Drama,10436
10749,Romance,10436
35,Comedy,13595
80,Crime,13595
10402,Music,13595
35,Comedy,46094
10751,Family,46094
28,Action,9409
35,Comedy,9409
28,Action,11853
12,Adventure,11853
35,Comedy,11853
18,Drama,11853
37,Western,11853
35,Comedy,16771
18,Drama,16771
10749,Romance,16771
18,Drama,46924
35,Comedy,46924
14,Fantasy,46924
35,Comedy,11041
28,Action,306
35,Comedy,306
80,Crime,306
28,Action,14522
12,Adventure,14522
18,Drama,14522
10751,Family,14522
9648,Mystery,26203
80,Crime,26203
18,Drama,26203
53,Thriller,26203
18,Drama,178
28,Action,178
53,Thriller,178
18,Drama,19819
18,Drama,57834
10749,Romance,57834
27,Horror,4722
878,Science Fiction,4722
53,Thriller,4722
18,Drama,18215
10749,Romance,18215
18,Drama,1607
80,Crime,1607
35,Comedy,26391
18,Drama,117553
35,Comedy,117553
28,Action,6075
80,Crime,6075
18,Drama,6075
53,Thriller,6075
28,Action,11310
35,Comedy,11310
18,Drama,11310
37,Western,11310
35,Comedy,18658
53,Thriller,18658
9648,Mystery,18658
28,Action,9350
12,Adventure,9350
53,Thriller,9350
35,Comedy,9612
878,Science Fiction,9612
10751,Family,9612
18,Drama,2124
9648,Mystery,2124
10749,Romance,2124
53,Thriller,2124
28,Action,26261
35,Comedy,26261
10751,Family,26261
37,Western,19176
28,Action,19176
35,Comedy,19176
18,Drama,49299
35,Comedy,11566
35,Comedy,9571
18,Drama,9571
80,Crime,9739
28,Action,9739
878,Science Fiction,9739
99,Documentary,24257
37,Western,34444
18,Drama,34444
35,Comedy,34444
10749,Romance,34444
35,Comedy,26141
18,Drama,10997
18,Drama,50463
35,Comedy,50463
10749,Romance,50463
18,Drama,10443
35,Comedy,20239
35,Comedy,16297
18,Drama,16297
18,Drama,18551
9648,Mystery,18551
10749,Romance,18551
35,Comedy,25440
53,Thriller,25440
9648,Mystery,25440
10749,Romance,25440
10769,Foreign,25440
35,Comedy,9024
10749,Romance,9024
18,Drama,37233
9648,Mystery,37233
53,Thriller,37233
10751,Family,1634
12,Adventure,1634
80,Crime,13815
18,Drama,13815
53,Thriller,13815
12,Adventure,5503
28,Action,5503
53,Thriller,5503
80,Crime,5503
9648,Mystery,5503
36,History,35588
28,Action,35588
18,Drama,35588
37,Western,35588
18,Drama,2087
28,Action,2087
53,Thriller,2087
10751,Family,41579
35,Comedy,41579
80,Crime,41579
18,Drama,18620
10749,Romance,18620
35,Comedy,41006
18,Drama,41006
18,Drama,4916
53,Thriller,4916
28,Action,2019
12,Adventure,2019
80,Crime,2019
53,Thriller,2019
36,History,31642
10752,War,31642
28,Action,31642
18,Drama,31642
28,Action,9255
35,Comedy,9255
10752,War,9255
35,Comedy,26271
18,Drama,10612
35,Comedy,10612
10749,Romance,10612
10749,Romance,2259
18,Drama,2259
35,Comedy,16097
35,Comedy,11934
18,Drama,11934
35,Comedy,106143
18,Drama,106143
35,Comedy,12475
28,Action,9386
18,Drama,9386
53,Thriller,9386
80,Crime,9386
9648,Mystery,9386
18,Drama,7984
35,Comedy,59930
18,Drama,59930
10749,Romance,59930
18,Drama,15765
10402,Music,15765
35,Comedy,31643
28,Action,6
53,Thriller,6
80,Crime,6
12,Adventure,329
878,Science Fiction,329
53,Thriller,10909
80,Crime,10909
28,Action,507
80,Crime,507
18,Drama,507
53,Thriller,507
18,Drama,34024
28,Action,29918
12,Adventure,29918
18,Drama,29918
10751,Family,29918
12,Adventure,9593
14,Fantasy,9593
28,Action,9593
35,Comedy,9593
10751,Family,9593
35,Comedy,42580
10751,Family,42580
28,Action,22317
35,Comedy,22317
37,Western,22317
18,Drama,1413
10749,Romance,1413
35,Comedy,12121
18,Drama,2246
80,Crime,2246
18,Drama,10502
35,Comedy,10440
9648,Mystery,10440
18,Drama,9516
28,Action,9516
80,Crime,9516
28,Action,2320
12,Adventure,2320
18,Drama,2320
53,Thriller,2320
18,Drama,5879
10749,Romance,5879
53,Thriller,83718
35,Comedy,83718
18,Drama,83718
10749,Romance,83718
18,Drama,11971
35,Comedy,11971
10749,Romance,11971
18,Drama,2625
10749,Romance,2625
35,Comedy,31911
10749,Romance,31911
35,Comedy,788
18,Drama,788
10751,Family,788
35,Comedy,21450
18,Drama,21450
12,Adventure,11231
35,Comedy,41588
18,Drama,41588
28,Action,10447
18,Drama,10447
878,Science Fiction,10447
53,Thriller,10447
35,Comedy,31586
18,Drama,31586
10751,Family,31586
14,Fantasy,31586
878,Science Fiction,31586
10749,Romance,9300
18,Drama,9300
14,Fantasy,9300
80,Crime,9559
18,Drama,9559
53,Thriller,9559
18,Drama,9800
18,Drama,713
10749,Romance,713
18,Drama,8291
10749,Romance,8291
18,Drama,18133
27,Horror,25557
878,Science Fiction,25557
53,Thriller,25557
35,Comedy,22588
80,Crime,22588
18,Drama,22588
10402,Music,22588
9648,Mystery,22588
10749,Romance,22588
35,Comedy,10872
18,Drama,1245
10749,Romance,1245
35,Comedy,11858
10752,War,11858
28,Action,7007
18,Drama,7007
53,Thriller,7007
35,Comedy,10467
10749,Romance,10467
28,Action,5550
12,Adventure,5550
80,Crime,5550
878,Science Fiction,5550
53,Thriller,5550
35,Comedy,8005
28,Action,2088
80,Crime,2088
18,Drama,2088
53,Thriller,2088
28,Action,10412
18,Drama,10412
53,Thriller,10412
18,Drama,47889
10749,Romance,47889
18,Drama,14534
18,Drama,56583
18,Drama,41878
18,Drama,424
36,History,424
10752,War,424
35,Comedy,35233
18,Drama,35233
18,Drama,14291
18,Drama,103413
18,Drama,11236
10751,Family,11236
14,Fantasy,11236
35,Comedy,11592
80,Crime,11592
27,Horror,11592
53,Thriller,11592
12,Adventure,8850
14,Fantasy,8850
28,Action,8850
53,Thriller,8850
878,Science Fiction,8850
18,Drama,10445
10749,Romance,10445
35,Comedy,695
18,Drama,695
18,Drama,43535
10751,Family,43535
35,Comedy,12519
18,Drama,12519
9648,Mystery,23210
18,Drama,23210
35,Comedy,23210
35,Comedy,858
18,Drama,858
10749,Romance,858
18,Drama,867
53,Thriller,867
878,Science Fiction,78
18,Drama,78
53,Thriller,78
35,Comedy,13203
18,Drama,13203
10749,Romance,13203
35,Comedy,10442
80,Crime,10442
10749,Romance,10442
80,Crime,11074
28,Action,11074
9648,Mystery,11074
53,Thriller,11074
36,History,33367
18,Drama,33367
10749,Romance,33367
12,Adventure,9607
35,Comedy,9607
10751,Family,9607
14,Fantasy,9607
28,Action,17585
12,Adventure,17585
53,Thriller,17585
80,Crime,17585
28,Action,9057
53,Thriller,9057
18,Drama,20967
10402,Music,20967
35,Comedy,10635
18,Drama,10635
10751,Family,10635
10749,Romance,10635
14,Fantasy,9479
16,Animation,9479
10751,Family,9479
28,Action,10057
12,Adventure,10057
35,Comedy,10057
28,Action,11969
12,Adventure,11969
18,Drama,11969
36,History,11969
37,Western,11969
18,Drama,41590
28,Action,41590
53,Thriller,41590
28,Action,319
53,Thriller,319
80,Crime,319
10749,Romance,319
99,Documentary,26408
36,History,26408
14,Fantasy,15139
878,Science Fiction,15139
10751,Family,15139
16,Animation,15139
18,Drama,161158
35,Comedy,161158
53,Thriller,85247
18,Drama,85247
10749,Romance,85247
35,Comedy,11446
18,Drama,11446
18,Drama,51980
10749,Romance,51980
35,Comedy,24405
10749,Romance,24405
18,Drama,11655
27,Horror,11655
53,Thriller,11655
35,Comedy,11800
10749,Romance,11800
35,Comedy,8223
18,Drama,8223
35,Comedy,14587
18,Drama,14587
35,Comedy,31504
10751,Family,31504
18,Drama,41653
10770,TV Movie,53185
18,Drama,53185
10749,Romance,53185
35,Comedy,53185
18,Drama,95743
10749,Romance,95743
35,Comedy,23637
10769,Foreign,23637
35,Comedy,17600
18,Drama,17600
10749,Romance,10897
35,Comedy,10897
10751,Family,10897
35,Comedy,349394
18,Drama,21352
10751,Family,21352
12,Adventure,21352
53,Thriller,68806
80,Crime,68806
18,Drama,68806
35,Comedy,37345
18,Drama,37345
36,History,37345
9648,Mystery,37345
36,History,32562
99,Documentary,32562
18,Drama,47507
35,Comedy,47507
10749,Romance,47507
10769,Foreign,47507
35,Comedy,25403
18,Drama,25403
10749,Romance,124304
18,Drama,124304
35,Comedy,9066
35,Comedy,771
10751,Family,771
14,Fantasy,251
18,Drama,251
53,Thriller,251
9648,Mystery,251
10749,Romance,251
16,Animation,812
10751,Family,812
35,Comedy,812
12,Adventure,812
14,Fantasy,812
10749,Romance,812
28,Action,280
53,Thriller,280
878,Science Fiction,280
12,Adventure,581
18,Drama,581
37,Western,581
53,Thriller,80350
28,Action,80350
18,Drama,80350
14,Fantasy,268
28,Action,268
80,Crime,274
18,Drama,274
53,Thriller,274
14,Fantasy,408
16,Animation,408
10751,Family,408
10749,Romance,10020
10751,Family,10020
16,Animation,10020
14,Fantasy,10020
10402,Music,10020
16,Animation,10895
10751,Family,10895
10749,Romance,114
35,Comedy,114
35,Comedy,41043
18,Drama,41043
14,Fantasy,41043
12,Adventure,576
37,Western,576
80,Crime,15477
53,Thriller,15477
18,Drama,59146
10769,Foreign,59146
10749,Romance,59146
35,Comedy,30528
10749,Romance,30528
35,Comedy,7300
10749,Romance,7300
27,Horror,10824
10749,Romance,261246
18,Drama,261246
80,Crime,275
18,Drama,275
53,Thriller,275
12,Adventure,25059
35,Comedy,25059
18,Drama,25059
10751,Family,25059
16,Animation,11827
878,Science Fiction,11827
27,Horror,8766
53,Thriller,8766
878,Science Fiction,8766
35,Comedy,23570
10749,Romance,23570
18,Drama,47333
