tmdbId,keywords
19998,"mexico, classic noir, film noir"
19999,"holocaust, auschwitz, mengele"
20000,"amnesia, film noir"
20002,"musical, bollywood"
20003,crime family
20004,
20006,"billard, pool hall"
20007,
20009,"male nudity, drug abuse, job interview, eavesdropping, fall, comedy, troll, cheating wife, backpack, sponge bath, repairman"
20012,"black hole, physicist"
20015,
20016,"sex, trailer park, bus, murder, redneck, undead, truck driver"
20017,comedy
20021,"drama, independent film"
20024,"bomb, sex, jealousy, infidelity, obsession, world war ii, passion, romance, cheating wife, church"
20025,"classic noir, truck driver, produce, truck crash, apple picking, film noir"
20027,bollywood
20028,"prison, gas chamber, doctor, gangster, film noir"
20032,
20033,"coming out, father, family"
20034,"sensor beam, mysterious truck, violence"
20036,"europe, queen, honeymoon, prince, vacation, sequel, royalty, woman director, ski"
20043,"space, parallel world, alternate world, anime"
20044,
20047,"global warming, steam room"
20048,"new york, based on novel, shop, department store, shopping mall, addiction, liar, romantic comedy, financial journalist, duringcreditsstinger"
20049,gang of smugglers
20051,
20053,"horse, jockey, mob boss, boston cop"
20055,"kidnapping, revelation, murder, theft, trust, criminal, warehouse, psycho, flashback"
20064,drama
20065,independent film
20066,
20067,"depression, sadness, nudity, loneliness, lesbian, dating, teenager, pregnancy, relationship, illness, tarot"
20069,"date, love, couple, multiple storylines"
20071,"friendship, romantic comedy, teenager, lovesick, bilbao"
20072,woman director
20075,"male nudity, limousine, cannabis, stoned, endo, smoking marijuana, mental institution, racism, lust, muggle, hispanic, sexual desire, marijuana joint, marijuana pipe, double act, exotic dancer, driving while stoned, ganja"
20077,"dracula, super powers"
20083,"drug stealing, yakluza, shinjuku, criminal syndicate, taiwanese"
20088,
20089,
20092,
20096,"butcher, love, husband"
20105,"silent film, partially lost film"
20106,"dna, detective inspector, fbi, investigation, friendship, parody, murder, flashback sequence, fbi agent"
20107,"date, high school, independent film, prom"
20108,"cruelty, burden, beast of burden, transcendence, purity"
20110,
20115,"giallo, killer"
20120,
20121,"island, construction site"
20122,"dancing, female nudity, bar, rain, nudity, fog, surreal, surrealism, black and white, hungarian, umbrella, raining, heavy rain, magic realism, existentialism, tracking shot, mono, contemplative cinema, slow dancing, waiting in the rain, barking, tarkovskyesque"
20123,"paranormal phenomena, anarchic comedy"
20126,"murder, giallo, reporter, crime, psychic, pianist, english, foreign, proto-slasher"
20127,"fame, filmmaker, new york city, model, advertising, apartment, feet, billboard, stockings, close-up"
20128,
20132,
20139,"lesbian relationship, lgbt"
20145,bollywood
20147,"stand-up comedy, live comedy, comedy, fillmore"
20148,independent film
20152,"schizophrenia, suicide, mentally disabled, based on novel"
20153,"on the run, memory loss, doctor, film noir"
20156,"secret, nightclub, pet shop, independent film, unhappiness"
20158,"biography, rock band"
20160,
20162,
20163,
20164,"lottery, crime, bad father, brothers"
20171,"usa, illegal immigration, medellín, independent film"
20173,
20174,"nurse, hostage, racing, road movie, handgun"
20177,superhero
20178,"male nudity, poetry, adolescence, lie, nudity, rejection, high school, independent film, teacher, vulgarity, student"
20181,
20182,"alcoholism, spaceship, alien, conspiracy, disappearance, alien abduction, found footage, abduction, smoke alarm"
20183,
20186,independent film
20187,"assassin, hitman, mountain climber"
20196,"nasa, extraterrestrial"
20197,"pornography, chicago, money laundering, gas station, limousine, laundromat, comedy team, illegal immigrant, las vegas, lust, desert, latino, hispanic, double act, cross dresser, arab, peyote, arab sheik, pornographer, french restaurant, slot machine"
20200,"dream, narkolepsy, group therapy, therapist, comic book"
20205,"robot as menace, robot"
20210,"skateboarding, sport"
20211,"comedian, stand-up comedy, comedy"
20213,"love triangle, baby, bride, fisherman, marriage, secret love, deception, unrequited love, lawyer, silent film, young wife, guilty conscience, coastal village, moral dilemma, isle of man, abandonment, best friends, seafarer, deemster, public disgrace"
20216,"paranoia, hallucination, woods, laboratory, independent film, methamphetamine, drug, old dark house, well"
20220,"hero, magic, nudity, wife, adventure, lamp, king, journey, genie"
20221,
20223,"female nudity, sauna, high school, satire, teen movie, cruelty, makeover, body, friend, popular girl, topless, black comedy"
20224,"independent film, high school graduation, high school student, woman director"
20226,"woman director, woman director"
20227,concert
20236,
20238,"horse, native american, stagecoach, covered wagon, cowgirl"
20239,"hip-hop, musician, mockumentary, spoof"
20242,
20246,"clock tower, clock, professor, nazis, connecticut, film noir, convert, supreme court justice"
20263,"corruption, washington d.c., cia, white house, obsession, lsd, politics, president, playboy, murder, romance, independent film, conspiracy, teenager"
20268,brazilian
20270,"assassin, independent film"
20271,"italy, sicily, divorce"
20277,"great dane, dachshund"
20278,"africa, slapstick"
20283,"bicycle, sport, cycling, bicycle race"
20287,"robbery, texas, mexican standoff, texas ranger, organized crime, violence, drug, kingpin, modern western, neo-noir"
20289,"sex, texas, paranoia, assignment, investigation, addiction, love, theft, drug, dealer"
20294,bollywood
20296,
20298,"falsely accused, film noir"
20301,"adultery, artist, melodrama, cape cod"
20302,
20303,
20304,
20305,"cold war, blackout, weapon"
20306,independent film
20307,
20308,"pregnant minor, unwillingly pregnant, murder, independent film, woman director"
20309,
20310,
20311,motorcycle
20312,"fantasy, motel, highway, road trip, surrealism, lawyer, dream girl, judgment, convertible, parallel world, courtroom"
20316,
20318,"germany, world war ii, nazis"
20321,"london england, psychology, mystery"
20322,"independent film, track and field, gangster rap"
20323,
20324,"love triangle, etiquette, marriage, based on play or musical, mistaken identity, cerebral"
20325,"musical, ballroom dancing"
20329,sequel
20330,"capital punishment, incriminate"
20332,"stand-up comedy, comedy"
20333,"bank robber, psychopath, blood, river battle"
20334,"holiday, budapest, hungary, secret love, love, gift, salesman, unemployment, pen pal, gift shop, christmas present"
20337,"daily life, scandal, growing up, divorce"
20339,"dark comedy, inheritance, incest"
20342,"fantasy, drama"
20343,musical
20345,"based on novel, psychopath, serial killer, giallo, throat slitting, voyeurism, homicidal maniac, black gloved killer"
20347,"surreal, surrealism"
20348,"trip, airplane, independent film, skydiving, automobile, surprise party, austin texas, road movie, male bonding, firework, dusty, stunt flying"
20352,"adoptive father, orphanage, life's dream, rivalry, stealing, ballet, little girl, orphan, father daughter relationship, tomboy, mother son relationship, intelligent, kids, evil doctor, duringcreditsstinger, minions, supervillain, 3d, despicable, cattivissimo"
20357,"suspense, thriller"
20359,
20360,
20361,"kidnapping, horse, murder, gunfight, spaghetti western, street shootout, evil man"
20362,"gangster, new york city, classic noir, film noir"
20363,
20364,remake of malayalam film
20367,"travel, b movie, hitchhiker, classic noir, film noir, poverty row film"
20372,"norway, world war ii, biography"
20375,"conspiracy, arson, near future"
20377,musical
20378,
20379,"car race, racing, formula one"
20381,suspense
20382,"dystopia, independent film"
20388,"hunter, village life, father daughter relationship, hunter, village life, father daughter relationship"
20389,woman director
20390,bollywood
20391,"mining, prospector"
20405,"love triangle, lesbian relationship, homosexuality, independent film, extramarital affair, woman director"
20406,
20407,chiropractor
20408,"mathematics, sherlock holmes, mystery, playing gin, gin rummy"
20410,
20411,
20413,"taxi, bollywood, sitting on a toilet, public toilet, slapping scene, funeral ceremony"
20414,
20416,"diving, ocean, female nudity, based on novel, treasure, shipwreck, eel, bermuda, suspense, independent film, morphine, scuba diving, explosion, underwater, drug, shark, caribbean"
20417,sherlock holmes
20421,"chicken, elvis, rooster"
20423,"space travel, history, apollo s"
20424,"flying saucer, invasion, alien life-form, mind control, ufo, spaceship, alien, independent film, martian, surprise ending, alien invasion, child's point of view, alien possession, sand dune, ray gun, underground cavern, sand pit"
20430,independent film
20431,woman director
20432,yacht
20435,"general, mercenary, train, scientist, soviet, russian scientist, death train"
20436,sport
20438,independent film
20439,"independent film, anarchism"
20441,"scarecrow, farm, prequel, killer scarecrow"
20442,"bounty hunter, colorado territory"
20443,sport
20444,"airport, travel, new york city"
20449,woman director
20453,"suicide, suicide attempt, college, friends, engineering, bollywood, student, subjective camera"
20454,
20455,"video game, monster, loss of energy, egg, computer, good vs evil, internet, based on video game, giant egg, animal trainer, superhero kids, anime"
20457,"irish-american, election campaign, make a match"
20458,
20465,"panic, psychopath, murder, slasher, play, vomiting"
20468,"hairdresser, hairstylist"
20471,"sex, based on novel, college, independent film, summer, city, graduate"
20472,"alcohol, monster, book, haunted house, clowning, search, spoof, creature, shark, will, dust, attic"
20473,android
20478,"sex, sexuality, nudity, friendship, high school, basketball, party, revenge, student, teenager, break-up, lust, humiliation, woman director"
20481,"monster, supernatural, escape, serial killer, surprise ending, dark fantasy"
20482,"police, suspense, new york city, docudrama, semi-documentary, film noir"
20483,bank robbery
20493,
20494,
20495,
20497,"london england, dancing, ballet, orphan, based on children's book, woman director"
20499,"shootout, diamond cutter, shoulder holster"
20502,"female nudity, interview, prostitution, woman director"
20504,"book, post-apocalyptic, dystopia, faith, blind"
20506,
20507,
20511,
20513,independent film
20520,
20521,
20525,"samurai, revenge"
20526,"artificial intelligence, secret identity, computer program, dystopia, computer, deception, duel, motorcycle, neon light, autocracy"
20527,
20528,"ambush, samurai, sword fight, betrayal, katana sword, samurai sword, samurai era, bandit, double cross, ronin, inn, edo period"
20529,"suspicion, duty, forest, music, gossip, martyr, shadow puppet, ramayana, castle on fire, mistrust, monkey warrior, exiled prince, devoted wife, faithfulness, long distance relationship, test of faithfulness, test by fire, based on myths or folklore, woman director, hindu mythology"
20530,"independent film, post world war ii"
20531,japanese culture
20532,"japan, courtesan, song, exile, banishment, governor, independent film, prostitution, compassion, decree, mercy"
20533,"gunslinger, usa, dc comics, hell, facial scar, death, confederate, tomahawk"
20534,
20536,"baseball, sport, historical figure"
20537,"italy, painter, artist, biography, homosexuality, independent film, gay interest, lgbt"
20539,"witch, massachusetts, passion, satan, curse, salem"
20540,"holocaust, jew persecution, pawnbroker"
20542,
20543,"comedian, stand-up comedy, live comedy"
20544,"biography, surgery"
20545,"based on novel, cold war, weapon, arms dealer, dictatorship, satire"
20546,
20548,"island, teenager, youth, foster home"
20551,sport
20553,
20556,
20558,crime solving
20561,
20562,
20564,independent film
20565,"docudrama, east end, archival footage"
20567,"corruption, eroticism, sword fight, revenge, murder, suspense, tragic love, female yakuza"
20583,
20591,
20595,"prisoner, u.s. soldier, banana, childhood home, buchenwald, menorah "
20604,"heavy metal, music, music festival, anthropology, woman director"
20605,"revenge, organized crime, gore, police station, mob"
20606,"zombie, virus, drinking weekend"
20607,"surrealism, rural setting"
20616,"competition, coma, infidelity, obsession, bathing, high school, femme fatale, athlete, hospital, swimmer, swimming, troubled teen"
20618,"trip, beer"
20620,"plastic surgery, suspense"
20622,"music teacher, superstition, friends, neighbor, bollywood, tamil"
20623,
20625,"musical, jewel thief, real estate, marx brothers"
20626,
20628,"con man, slave"
20629,musical
20637,"dark comedy, independent film, criminal"
20638,"bank robber, desert"
20639,sport
20640,"journalist, baseball, adoption, kiss, romantic comedy, secretary, reporter"
20641,
20642,"double wedding, romantic comedy, trailer, milquetoast"
20643,romantic comedy
20644,"taxi, screwball comedy, little dog"
20645,
20646,"yakuza, remake"
20648,"college, love, independent film"
20649,"drug pusher, train, drug, drug lord"
20650,"based on novel, infidelity, castle, count, countess, silent film"
20651,
20656,bollywood
20661,
20662,"robin hood, archer, knight, sherwood forest, bow and arrow, middle ages, medieval, king of england"
20663,"war veteran, hand grenade, suspense, classic noir"
20668,woman director
20674,nuclear missile
20675,"police chief, organized crime, film noir"
20676,"undercover, investigation, war, police, murder, drug, infiltrate, neo-noir"
20678,"slapstick, superhero"
20679,"concert, stand-up comedy, live comedy, dark comedy"
20681,"africa, revolution, mercenary, battlefield, covert operation, guerrilla warfare, torture, combat, soldier of fortune"
20682,"detective, treasure, love, romance, theft, barber, coins, stolen"
20683,"post-apocalyptic, curiosity, anime, ova"
20684,"fetish, sadomasochism, independent film, bdsm"
20688,india
20689,"suspense, independent film"
20693,superhero
20694,kids and family
20695,
20697,"wrestling, sport"
20700,musical
20701,"witch, monster, heart attack, mummy, anthology, dark comedy, based on tv series, decapitation, darkside, black cat, severed hand, gargoyle, horror anthology"
20704,"american football, sport"
20712,"female nudity, prostitute, rape, sex, sexual arousal, stockings, mistreatment, street prostitution"
20713,"paradise, japanese, deserter, world war ii, island, shipwreck, u.s. navy, borneo, tribe, jungle, guerrilla warfare, infantry"
20714,"jurors, russian, court case, war, chechnya, jury, suspense, racism"
20715,
20718,
20719,
20720,"cabaret, stand-up comedy, live comedy"
20721,
20722,"oscar award, water, house, loneliness, scuba diving, memory, old man, flood, brick, short"
20723,"cat, hostage, kidnapping, map, sister, suburbia, bank robbery, wristwatch, landlady"
20726,"american football coach, sport"
20731,
20735,
20737,"clown, golden retriever, dog actor"
20742,
20755,"sport, dog"
20756,"mouse, sword duel"
20758,"marriage, engagement"
20759,"boxer, sport, promoter"
20760,
20761,sport
20762,
20763,"step father, physical abuse, abuse"
20764,"virtual reality, dystopia, moral conflict, computer, loneliness, water shortage, teacher"
20766,"post-apocalyptic, dystopia, paternity, duringcreditsstinger"
20769,
20770,"coming out, cheerleader, homosexuality, independent film, lesbian, lesbian interest, woman director"
20776,"robin, adam west, burt ward, super powers"
20777,"independent film, duringcreditsstinger"
20778,"betrayal, crime, jazz singer, weasel, french noir"
20781,hitman
20782,"drug traffic, hitman, covert operation"
20784,"animal species, natural history, biology, evolution, science, darwin, natural selection, fossil"
20785,holiday
20787,space opera
20789,adolescence
20794,"murder, independent film, drug, dentist"
20802,"san francisco, police"
20803,"russia, time machine, ivan the terrible"
20806,"women's prison, brit noir"
20811,"martial arts, kung fu, karate, los angeles, kung fu master"
20813,"paris, bridge, teen angst, teenage girl, venezia"
20815,"rape, based on novel, canada, paranoia, slavery, future, sexism, dystopia, surrogate mother, independent film, escape, rebellion, feminist, misogyny, impregnation, religious fundamentalism, political unrest, totalitarianism, theocracy"
20825,woman director
20829,"comedian, cancer, bromance, stand-up comedian"
20832,
20837,"stand-up comedy, live comedy, clean comedy"
20842,"island, zombie, cult film, living dead, graveyard"
20846,independent film
20847,
20848,
20849,"los angeles, psychiatric ward, film noir"
20850,"prisoners of war, sadism, necrophilia, medical experiment, scientific experiment, nazi exploitation film, ilse koch"
20853,police station
20856,"alien, comedy, duringcreditsstinger, beforecreditsstinger, live action and animation"
20857,gay
20858,"alcoholic, matt scudder"
20859,"bomb, sex, detective, suicide attempt, new love, shower, horseback riding, nudity, porsche, murder, teenager, explosion, motorcycle, violence, erotic movie, spooning"
20860,independent film
20861,woman director
20862,
20863,"gypsy, fate, inheritance"
20870,"dancing, plumber, soviet union, alcoholism, satire, love, blue collar, scam, social satire, bribery"
20871,
20873,
20874,"soviet union, post-apocalyptic, totalitarianism"
20875,"fight, exam, student"
20876,
20878,
20879,musical
20880,
20882,
20883,
20884,
20885,
20886,
20891,"magic, fantasy, russian, children, king, twins, saving lives, mirror, different worlds, old"
20893,
20894,
20898,
20899,
20907,
20912,independent film
20914,"joke, male friendship"
20916,
20919,slaughter
20921,
20927,"florist, family relationships"
20929,
20931,
20932,"jealousy, winter, magic, russian, fairy tale, step mother, love, money, mother daughter relationship, old man, wedding, young girl, lesson, true love, housework, poor woman"
20934,
20941,el salvador
20942,"japanese culture, post war japan"
20943,"romantic comedy, romance, tv morning show, relationship, opposites attract"
20945,"paranoia, satanism, murder, betrayal, punishment, noose, dead man, val lewton, dying woman, satanic cult, missing woman, film noir, devil worshipers, being followed"
20946,
20947,
20949,
20963,musical
20967,
20968,"corruption, politics, political corruption"
20969,"adversary, thief, romance, cons and scams, grifters, serial dating, adversary, thief, romance, cons and scams, grifters, serial dating"
20975,
20977,
20978,
20980,"rape, sex, cocaine, heroin, bisexuality, punk, alien, androgyny, drug, fashion, disco"
20981,"obsession, nightmare, notebook, cult, h.p. lovecraft, cthulhu, grayscale"
20983,
20986,
20989,
20992,"russian, gangster"
20993,
20994,
20995,
20996,"tour, smashing pumpkins, music band"
21001,"gay, bare knuckle boxing, boxer, underclass, aspiring singer"
21013,"black hole, earth, spaceship, crash, barbershop, space hero"
21014,"bar mitvah, party, independent film"
21024,"roadie, rock music"
21026,"phantom, belgrad, porche"
21027,"widower, virginia"
21028,"russia, young love"
21029,
21030,
21032,"wolf, dog-sledding race, alaska, dog, goose, bear attack, dog sled, frozen lake"
21033,suspense
21035,"sex, nudity, love, sculptor"
21036,"panda, anime, family comedy"
21038,"prison, war crimes, prisoners of war, prison escape, prison brawl, union soldier, confederate soldier, american civil war"
21039,"based on novel, stock market, forgery, investment banker"
21040,"bomb, kidnapping, bodyguard, police, organized crime, lawyer, gangster, threat, security, police procedural"
21041,"hotel, bank, demonstration, riot, murder, organized crime, on the run, crime, cell phone, international, police procedural"
21042,"yugoslavia, difficult childhood, death of a child, anti-communism, communism"
21043,"sex, career, ambition, treason"
21044,
21052,"prison, robbery, vandalism, police, sin, party, revenge, singer, gang, redemption, criminal, drunk"
21055,"love, friends, homosexuality, independent film, woman director"
21056,"gay, montana, independent film, gay relationship, native american"
21057,"affectation, friendship, love, surrealism, tokyo japan, falling in love, high school reunion, unspoken love"
21058,"small town, spring"
21059,"gay, drag queen, parody, independent film, hollywood"
21060,"gay, aids, homophobia, coming out, lesbian relationship, homosexuality, independent film, lesbian, woman director"
21062,
21070,"based on novel, judge, witness, jury, judgment, film noir, legal drama"
21072,"robbery, robber, witness, chase, police, revenge, murder, shootout, gangster, violence, city, police officer, threat, street shootout, gothenburg, police procedural, false accusation"
21073,goebbels
21074,"arranged marriage, independent film, bangladesh, september 11 2001, woman director"
21115,
21118,reno
21128,"arkansas, suspense, independent film, los angeles, criminal"
21131,tourette syndrome
21132,
21135,relationship
21136,fantasy
21137,"punk, midnight movie, subculture, punk band, woman director"
21138,baseball
21141,psycho killer
21142,"rape, school, violence"
21143,"london england, based on novel, plant, giant plant, alien life-form, meteor, independent film, alien invasion, blindness, man eating plant"
21145,
21147,
21148,"teenager, drinking, spring break"
21153,"independent film, religion, evolution"
21156,"asylum, insane asylum, edgar allan poe, black mass, marquis de sade, blasphemy"
21159,"vampire, night, survivor, hammer, end of the world, blood, woman with gun, cigarette smoking, corpse, disease, dead man, watching tv, antidote, blood transfusion, blindness, graveyard, last man on earth, steak, destroying a car, secret burial, mortal wound, new car, short wave radio"
21167,"fetish, bdsm, submission, sexual domination, erotic movie, fetish, bdsm, submission, sexual domination, erotic movie"
21168,"suicide, fire, radiation, vampire, surreal, widow, farm, cult, murder, cancer, rural setting, killer, molestation, nuclear, canuxploitation"
21173,"assassination, politics, independent film"
21175,"terrorist, army, spoiled child, rescue team, discipline, awol, military academy, spoiled son, chance meeting, crawling on hands and knees, pakistan vs india, crawling through mud, following dream, domineering father"
21176,"amnesia, independent film"
21179,
21181,immigration
21182,"massachusetts, choir, musical, death of a friend, rock, music video, profanity, cancer, woman director"
21183,"father son relationship, based on novel, reincarnation, talking dog, car accident, dog, flashback, dog movie"
21185,"psychokinesis, psychic power, incan"
21189,"director, don quixote, cervantes"
21191,"rape, river, child murderer, shower, illegal immigration, freight train, kiss, travel, gang"
21193,"opera, musical"
21194,woman director
21198,"orphanage, orphan, french alps"
21200,"suspense, mistaken identity, psychiatric"
21202,musical
21208,"nun, deaf-mute, orphan, all girl, troubled marriage, aftercreditsstinger, duringcreditsstinger"
21210,"bomb, terror, love at first sight, sexuality, love, violence, terrorist attack, terrorist bombing, suicide bomber, war trauma, cyanide pill"
21214,free love
21219,"historical figure, mafia boss, mobster"
21220,woman director
21231,"live comedy, dark comedy"
21236,independent film
21240,"male nudity, shower, bank robber, flu, romance, carry on, police station, epidemic, drag, police sergeant, man dressed as woman, innuendo, policemen, policewomen, police cell"
21241,"martial artist, car movie, kung fu master"
21242,"sheriff, rancher, extreme violence"
21244,"friendship, sport, young people, friends, romance, bike, bicycle courier, bike riding, cycling"
21245,
21246,independent film
21250,
21251,
21252,"violent husband, underclass, class, drug scene, addiction, dysfunctional family, drug"
21253,"assassination, brazilian, ambassador, freedom, drama, plot, revolutionary"
21256,junkie
21259,"dystopia, disaster, woman director"
21265,"shakespeare, bombay india, hoodlum"
21266,"denmark, monster, professor, lapland, bridge, panic, giant monster, scientist, man eaten by monster, man eating monster, severed leg, draw bridge, rampaging monster, denmark, monster, professor, lapland, bridge, panic, giant monster, scientist, man eaten by monster, man eating monster, severed leg, draw bridge, rampaging monster"
21282,
21290,
21291,"father son relationship, heart attack"
21293,
21294,suspense
21295,cult comedy
21296,"florist, armored car, heist, armored car robbery, police shootout, film noir"
21297,bollywood
21299,"hunter, wilderness, cougar, lost at sea, benji"
21301,blaxploitation
21309,"sex, police, friends, murder"
21311,africa
21316,"spaceship, alien, cloning"
21317,"tour, music video, music, concert, music band"
21323,independent film
21325,
21332,
21334,"brother sister relationship, class, foot race"
21335,"world war i, satire, anti war"
21336,"private investigator, classic noir, film noir"
21338,"undercover, fbi, biker, cop, motorcycle gang"
21343,
21344,"gangster, twins"
21345,"war crimes, mass murder, war victim, sino japanese war, massacre, japanese army, duringcreditsstinger, imperial japan"
21348,
21349,dream
21352,
21355,"dancing, chess, prisoner, coffin, wrong accusal, ranch, airplane, beating, jail, rifle, corpse, lasso, cautery"
21356,"female nudity, self sacrifice, cocaine, future, musician, post-apocalyptic, punk, dystopia, cult, slapstick, low-budget, surrealism, dark comedy, independent film, good vs evil, drug use, anthropomorphism, cyberpunk, violence, demon, rock band, rock 'n' roll, strobe light, psychedelic, dsytopia"
21362,"romantic comedy, spirit"
21366,"istanbul, suspense, film noir"
21370,tap dancing
21371,"multiculturalism, independent film, senegalese, multilingual"
21372,"night shift, independent film, crack cocaine, gunshot wound, youth gang, illegal prostitution"
21373,"sexual fantasy, non statutory female on male rape, independent film, woman director"
21375,
21376,"karate, special unit"
21379,
21380,"nuclear power plant, zombie, video nasty, chemical disaster"
21381,
21383,british crime
21385,"mickey mouse, musketeer, donald duck, pegleg pete, minnie mouse, pluto, goofy, daisy duck"
21386,"holiday, musical"
21393,homeless person
21394,
21398,
21407,"burglar, fight, psychopath, thief, psychopathic killer, slaughter, gore, trap, debt, slasher, torture, extreme violence, violence, home invasion, masked man, killer, held captive, trapped in a house"
21409,"subconsciousness, arts and culture, existence"
21410,"samurai, sequel, zatoichi"
21413,"fantasy, enemy, sister, high school, battlefield, bully, teenager, strategy, addict"
21427,"paris, adultery, louvre, supermodel, belleville, valet, couple"
21430,"female nudity, nudity, independent film, cyberpunk, skinny dipping, sex scene, near future, corporations, woman on top"
21431,
21433,"revenge, cancer, cartoonist"
21435,
21442,
21447,
21449,spoof
21450,reference to the book of revelation
21451,"spy, mental asylum, film noir"
21452,"revenge, murder, mystery"
21453,"sadism, demon, adult animation"
21454,"prison, wheelchair, wheelchair user   , orphanage, district attorney, film noir, small time crook, stolen jewellery"
21459,bollywood
21461,"historical figure, comedy, bollywood, india"
21462,bollywood
21463,
21466,"love, circus clown"
21467,"bratislava, investigation, murder, marijuana, snow, alps, chicken farm, dialect, family affairs"
21468,"dancer, show business, musical, singer, cinemascope, vaudeville, song and dance, musical revue, broadway actress"
21469,"hotel, neo-noir"
21474,"cheerleader, sport, high school, malibu, cheerleading, cheering crowd"
21481,"mother, sister sister relationship, twin sister, magic, adoption, darkness, uncle, mother daughter relationship, dead father, another world, sorcière, sœur"
21484,"germany, adultery, monster, hysteria, investigation, marriage crisis, police, murder, gore, domestic abuse, teacher, serial killer, domestic violence, motorcycle, extramarital affair, mental illness, doppelganger, video nasty, breakdown, affair"
21488,
21489,"odessa, revenge"
21490,"foundry, all knowning psychiatrist"
21494,playwright
21500,"older woman seduces younger guy, college student"
21501,"holiday, christmas"
21506,"journalist, tv show, curse, disappearance, demon, occult, found footage, dark secret"
21508,survival
21509,"female nudity, cook, college, blood splatter, bong, sorority, masturbation, voyeurism"
21512,"martial arts, post-apocalyptic, sport, revenge, independent film, blood, violence, desert, combat"
21513,"japan, asia, vampire, daywalker, romantic rivalry"
21515,"countdown, parody, slasher, horror spoof, rubber chicken, lurker"
21518,"baseball, sport"
21519,
21521,"corruption, kung fu, police, pirate, violence, framed, historical"
21522,
21525,"rap music, hip-hop, blunt, woman director"
21531,
21533,
21534,"beautiful, dipinti"
21535,
21537,"japan, china, martial arts, world war ii, japanese occupation"
21538,"breast, astronaut"
21539,"angel, church choir, gospel, reverend, crisis of faith, woman director"
21542,woman director
21544,"mayor, motel, vermont, sketch artist, small town girl"
21554,"singer, drug, girl group"
21555,
21564,"assassination, train station, train ride, dysfunctional marriage, deceit, film noir, korean war veteran"
21566,bollywood
21567,
21570,"bollywood, actor"
21571,
21575,"prison, muslim, arabian, protection, mafia, money, gangster, spirit, cruelty, drug, inmate, arab, corsican"
21576,"comedian, humor, politics, george w. bush, stand-up comedy, politically incorrect, drug"
21578,"stand-up comedy, political humour, religious humour"
21580,"comedian, stand-up comedy, live comedy, comedy, adult humor"
21581,"musical, drama"
21583,"motel, longing, marriage, pregnancy"
21585,
21586,stand-up comedy
21587,woman director
21588,"insanity, undead, grim reaper, zombie, macabre, grotesque"
21589,"independent film, anarchic comedy"
21594,classic noir
21596,"phobia, agoraphobia"
21600,"classic noir, broadway"
21605,"spacecraft, comedy, astronaut, kids, farting"
21610,
21612,"suicide, bedroom, strike, great depression, trade union, murder, mafia, corpse, new york city, violence, stabbing, madness, 1930s"
21613,"prison, rape, yakuza, nudity, murder, gang, street life"
21614,"bollywood, remake of malayalam film"
21616,
21619,"based on novel, golf, nightmare, hallucination, drifter, violence, contract killer, accountant"
21620,
21622,"musical, magazine, cover girl"
21625,
21626,"necrophilia, woman director"
21627,
21629,"escape from prison, mistaken identity, fish out of water, wrongful imprisonment"
21631,"butler, suspicion, witness, embassy, boy"
21634,"christianity, suicide, gay, gay relationship, religion, mother son relationship, lgbt activist"
21635,"planned murder, telephone, radio program, female protagonist, invalid, flashback"
21636,
21641,"england, leeds united, sport, brighton, soccer, cup, derby county, management, soccer team"
21644,
21657,
21661,"american football, sport, dog"
21665,bollywood
21666,"england, world war ii, prejudice, jitterbug"
21671,stand-up comedy
21683,"dc comics, revenge, robin, heroine, super powers"
21700,
21705,"diary, barbie, friendship, high school, rivalry, crush, based on toy, teenager, popularity, barbie doll, girls"
21707,"yakuza, marriage"
21708,
21710,
21711,politics
21712,"new love, heaven, cruelty"
21714,"addiction, low-budget, coven"
21717,"kidnapping, cigar smoking, rancher, double barreled shotgun"
21719,
21721,music
21724,"rap music, hip-hop"
21733,"martial arts, kung fu, fight, court case, garbage, beautiful woman, lawyer, trial, gangster, art"
21734,"california, detective, bank, telegram, suspect, widow, murder, murderer, visit, film noir"
21735,"mountain, canada, world war ii, nazis, propaganda, airplane, escape, war propaganda, impersonation, imposture"
21736,"climbing, imax, mountain climbing, mountaineering, mount everest"
21741,
21742,"ocean, wildlife, independent film, underwater, nature, imax, oceanography, 3d"
21751,dutch
21752,"married couple, transformation, role reversal"
21753,"college, imaginary friend, love, based on play or musical, college roomate, aspiring artist"
21754,
21755,"con man, estafa"
21764,"scotland, italian, affection, advice, coming of age, school"
21765,
21769,"sequel, cyberpunk, robot, violence, toddler"
21775,
21776,suspense
21778,
21779,"spy, spoof, aftercreditsstinger, matt helm"
21780,
21781,
21784,nihon
21786,"hotel, mountain, snowboarding, psychopathic killer"
21788,
21791,"necklace, grave, tycoon, stripper, love, independent film, bootlegging, mobster, corpse"
21792,amnesia
21793,"adventure, woman director, animated"
21794,
21795,"fencing, high school, wedding party"
21798,
21799,
21801,
21810,
21811,"female nudity, sport, rivalry, skiing"
21822,
21828,"australia, boarding school, independent film, teenage crush, 1960s"
21832,"surrealism, mecha, giant robot, piloted robot"
21836,
21837,
21838,"gore, zombie"
21840,
21841,"ohio, rebellious youth, found footage"
21842,"transvestism, aids, mentally disabled, brother sister relationship, aspiring singer, personal assistant, cerebral palsy, song contest, melodifestivalen, woman director"
21843,"bankrupt, venture capital, cell phone"
21845,"baseball, sport"
21846,"atomic bomb, atomic bomb test, energiestrahlenwaffe, nuclear explosion"
